日期,年,季,月,日,年度名称,季度名称,年度季度,年季编号,月份名称,英文月份,年度月份,年月编号,年度第几日,星期编号,星期英文,年度第几周,周编号,年周,日期编码,CN节假日判断,CN节假日名称,农历日期,农历年,农历月日
2024-04-22,2024,2,4,22,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,113,星期一,Monday,17,W17,2024W17,20240422,否,工作日,二零二四年三月十四 甲辰年 (龙年),二零二四年,三月十四
2024-04-23,2024,2,4,23,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,114,星期二,Tuesday,17,W17,2024W17,20240423,否,工作日,二零二四年三月十五 甲辰年 (龙年),二零二四年,三月十五
2024-04-24,2024,2,4,24,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,115,星期三,Wednesday,17,W17,2024W17,20240424,否,工作日,二零二四年三月十六 甲辰年 (龙年),二零二四年,三月十六
2024-04-25,2024,2,4,25,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,116,星期四,Thursday,17,W17,2024W17,20240425,否,工作日,二零二四年三月十七 甲辰年 (龙年),二零二四年,三月十七
2024-04-26,2024,2,4,26,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,117,星期五,Friday,17,W17,2024W17,20240426,否,工作日,二零二四年三月十八 甲辰年 (龙年),二零二四年,三月十八
2024-04-27,2024,2,4,27,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,118,星期六,Saturday,17,W17,2024W17,20240427,是,周末,二零二四年三月十九 甲辰年 (龙年),二零二四年,三月十九
2024-04-28,2024,2,4,28,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,119,星期日,Sunday,17,W17,2024W17,20240428,否,工作日,二零二四年三月二十 甲辰年 (龙年),二零二四年,三月二十
2024-04-29,2024,2,4,29,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,120,星期一,Monday,18,W18,2024W18,20240429,否,工作日,二零二四年三月二十一 甲辰年 (龙年),二零二四年,三月二十一
2024-04-30,2024,2,4,30,Y2024,Q2,Y2024Q2,20242,四月,April,202404,28,121,星期二,Tuesday,18,W18,2024W18,20240430,否,工作日,二零二四年三月二十二 甲辰年 (龙年),二零二四年,三月二十二
2024-05-01,2024,2,5,1,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,122,星期三,Wednesday,18,W18,2024W18,20240501,是,劳动节,二零二四年三月二十三 甲辰年 (龙年),二零二四年,三月二十三
2024-05-02,2024,2,5,2,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,123,星期四,Thursday,18,W18,2024W18,20240502,是,劳动节,二零二四年三月二十四 甲辰年 (龙年),二零二四年,三月二十四
2024-05-03,2024,2,5,3,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,124,星期五,Friday,18,W18,2024W18,20240503,是,劳动节,二零二四年三月二十五 甲辰年 (龙年),二零二四年,三月二十五
2024-05-04,2024,2,5,4,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,125,星期六,Saturday,18,W18,2024W18,20240504,是,劳动节,二零二四年三月二十六 甲辰年 (龙年),二零二四年,三月二十六
2024-05-05,2024,2,5,5,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,126,星期日,Sunday,18,W18,2024W18,20240505,是,劳动节,二零二四年三月二十七 甲辰年 (龙年),二零二四年,三月二十七
2024-05-06,2024,2,5,6,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,127,星期一,Monday,19,W19,2024W19,20240506,否,工作日,二零二四年三月二十八 甲辰年 (龙年),二零二四年,三月二十八
2024-05-07,2024,2,5,7,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,128,星期二,Tuesday,19,W19,2024W19,20240507,否,工作日,二零二四年三月二十九 甲辰年 (龙年),二零二四年,三月二十九
2024-05-08,2024,2,5,8,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,129,星期三,Wednesday,19,W19,2024W19,20240508,否,工作日,二零二四年四月初一 甲辰年 (龙年),二零二四年,四月初一
2024-05-09,2024,2,5,9,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,130,星期四,Thursday,19,W19,2024W19,20240509,否,工作日,二零二四年四月初二 甲辰年 (龙年),二零二四年,四月初二
2024-05-10,2024,2,5,10,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,131,星期五,Friday,19,W19,2024W19,20240510,否,工作日,二零二四年四月初三 甲辰年 (龙年),二零二四年,四月初三
2024-05-11,2024,2,5,11,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,132,星期六,Saturday,19,W19,2024W19,20240511,否,工作日,二零二四年四月初四 甲辰年 (龙年),二零二四年,四月初四
2024-05-12,2024,2,5,12,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,133,星期日,Sunday,19,W19,2024W19,20240512,是,周末,二零二四年四月初五 甲辰年 (龙年),二零二四年,四月初五
2024-05-13,2024,2,5,13,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,134,星期一,Monday,20,W20,2024W20,20240513,否,工作日,二零二四年四月初六 甲辰年 (龙年),二零二四年,四月初六
2024-05-14,2024,2,5,14,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,135,星期二,Tuesday,20,W20,2024W20,20240514,否,工作日,二零二四年四月初七 甲辰年 (龙年),二零二四年,四月初七
2024-05-15,2024,2,5,15,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,136,星期三,Wednesday,20,W20,2024W20,20240515,否,工作日,二零二四年四月初八 甲辰年 (龙年),二零二四年,四月初八
2024-05-16,2024,2,5,16,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,137,星期四,Thursday,20,W20,2024W20,20240516,否,工作日,二零二四年四月初九 甲辰年 (龙年),二零二四年,四月初九
2024-05-17,2024,2,5,17,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,138,星期五,Friday,20,W20,2024W20,20240517,否,工作日,二零二四年四月初十 甲辰年 (龙年),二零二四年,四月初十
2024-05-18,2024,2,5,18,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,139,星期六,Saturday,20,W20,2024W20,20240518,是,周末,二零二四年四月十一 甲辰年 (龙年),二零二四年,四月十一
2024-05-19,2024,2,5,19,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,140,星期日,Sunday,20,W20,2024W20,20240519,是,周末,二零二四年四月十二 甲辰年 (龙年),二零二四年,四月十二
2024-05-20,2024,2,5,20,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,141,星期一,Monday,21,W21,2024W21,20240520,否,工作日,二零二四年四月十三 甲辰年 (龙年),二零二四年,四月十三
2024-05-21,2024,2,5,21,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,142,星期二,Tuesday,21,W21,2024W21,20240521,否,工作日,二零二四年四月十四 甲辰年 (龙年),二零二四年,四月十四
2024-05-22,2024,2,5,22,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,143,星期三,Wednesday,21,W21,2024W21,20240522,否,工作日,二零二四年四月十五 甲辰年 (龙年),二零二四年,四月十五
2024-05-23,2024,2,5,23,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,144,星期四,Thursday,21,W21,2024W21,20240523,否,工作日,二零二四年四月十六 甲辰年 (龙年),二零二四年,四月十六
2024-05-24,2024,2,5,24,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,145,星期五,Friday,21,W21,2024W21,20240524,否,工作日,二零二四年四月十七 甲辰年 (龙年),二零二四年,四月十七
2024-05-25,2024,2,5,25,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,146,星期六,Saturday,21,W21,2024W21,20240525,是,周末,二零二四年四月十八 甲辰年 (龙年),二零二四年,四月十八
2024-05-26,2024,2,5,26,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,147,星期日,Sunday,21,W21,2024W21,20240526,是,周末,二零二四年四月十九 甲辰年 (龙年),二零二四年,四月十九
2024-05-27,2024,2,5,27,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,148,星期一,Monday,22,W22,2024W22,20240527,否,工作日,二零二四年四月二十 甲辰年 (龙年),二零二四年,四月二十
2024-05-28,2024,2,5,28,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,149,星期二,Tuesday,22,W22,2024W22,20240528,否,工作日,二零二四年四月二十一 甲辰年 (龙年),二零二四年,四月二十一
2024-05-29,2024,2,5,29,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,150,星期三,Wednesday,22,W22,2024W22,20240529,否,工作日,二零二四年四月二十二 甲辰年 (龙年),二零二四年,四月二十二
2024-05-30,2024,2,5,30,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,151,星期四,Thursday,22,W22,2024W22,20240530,否,工作日,二零二四年四月二十三 甲辰年 (龙年),二零二四年,四月二十三
2024-05-31,2024,2,5,31,Y2024,Q2,Y2024Q2,20242,五月,May,202405,29,152,星期五,Friday,22,W22,2024W22,20240531,否,工作日,二零二四年四月二十四 甲辰年 (龙年),二零二四年,四月二十四
2024-06-01,2024,2,6,1,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,153,星期六,Saturday,22,W22,2024W22,20240601,是,周末,二零二四年四月二十五 甲辰年 (龙年),二零二四年,四月二十五
2024-06-02,2024,2,6,2,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,154,星期日,Sunday,22,W22,2024W22,20240602,是,周末,二零二四年四月二十六 甲辰年 (龙年),二零二四年,四月二十六
2024-06-03,2024,2,6,3,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,155,星期一,Monday,23,W23,2024W23,20240603,否,工作日,二零二四年四月二十七 甲辰年 (龙年),二零二四年,四月二十七
2024-06-04,2024,2,6,4,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,156,星期二,Tuesday,23,W23,2024W23,20240604,否,工作日,二零二四年四月二十八 甲辰年 (龙年),二零二四年,四月二十八
2024-06-05,2024,2,6,5,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,157,星期三,Wednesday,23,W23,2024W23,20240605,否,工作日,二零二四年四月二十九 甲辰年 (龙年),二零二四年,四月二十九
2024-06-06,2024,2,6,6,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,158,星期四,Thursday,23,W23,2024W23,20240606,否,工作日,二零二四年五月初一 甲辰年 (龙年),二零二四年,五月初一
2024-06-07,2024,2,6,7,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,159,星期五,Friday,23,W23,2024W23,20240607,否,工作日,二零二四年五月初二 甲辰年 (龙年),二零二四年,五月初二
2024-06-08,2024,2,6,8,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,160,星期六,Saturday,23,W23,2024W23,20240608,是,周末,二零二四年五月初三 甲辰年 (龙年),二零二四年,五月初三
2024-06-09,2024,2,6,9,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,161,星期日,Sunday,23,W23,2024W23,20240609,是,周末,二零二四年五月初四 甲辰年 (龙年),二零二四年,五月初四
2024-06-10,2024,2,6,10,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,162,星期一,Monday,24,W24,2024W24,20240610,是,端午节,二零二四年五月初五 甲辰年 (龙年),二零二四年,五月初五
2024-06-11,2024,2,6,11,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,163,星期二,Tuesday,24,W24,2024W24,20240611,否,工作日,二零二四年五月初六 甲辰年 (龙年),二零二四年,五月初六
2024-06-12,2024,2,6,12,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,164,星期三,Wednesday,24,W24,2024W24,20240612,否,工作日,二零二四年五月初七 甲辰年 (龙年),二零二四年,五月初七
2024-06-13,2024,2,6,13,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,165,星期四,Thursday,24,W24,2024W24,20240613,否,工作日,二零二四年五月初八 甲辰年 (龙年),二零二四年,五月初八
2024-06-14,2024,2,6,14,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,166,星期五,Friday,24,W24,2024W24,20240614,否,工作日,二零二四年五月初九 甲辰年 (龙年),二零二四年,五月初九
2024-06-15,2024,2,6,15,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,167,星期六,Saturday,24,W24,2024W24,20240615,是,周末,二零二四年五月初十 甲辰年 (龙年),二零二四年,五月初十
2024-06-16,2024,2,6,16,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,168,星期日,Sunday,24,W24,2024W24,20240616,是,周末,二零二四年五月十一 甲辰年 (龙年),二零二四年,五月十一
2024-06-17,2024,2,6,17,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,169,星期一,Monday,25,W25,2024W25,20240617,否,工作日,二零二四年五月十二 甲辰年 (龙年),二零二四年,五月十二
2024-06-18,2024,2,6,18,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,170,星期二,Tuesday,25,W25,2024W25,20240618,否,工作日,二零二四年五月十三 甲辰年 (龙年),二零二四年,五月十三
2024-06-19,2024,2,6,19,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,171,星期三,Wednesday,25,W25,2024W25,20240619,否,工作日,二零二四年五月十四 甲辰年 (龙年),二零二四年,五月十四
2024-06-20,2024,2,6,20,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,172,星期四,Thursday,25,W25,2024W25,20240620,否,工作日,二零二四年五月十五 甲辰年 (龙年),二零二四年,五月十五
2024-06-21,2024,2,6,21,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,173,星期五,Friday,25,W25,2024W25,20240621,否,工作日,二零二四年五月十六 甲辰年 (龙年),二零二四年,五月十六
2024-06-22,2024,2,6,22,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,174,星期六,Saturday,25,W25,2024W25,20240622,是,周末,二零二四年五月十七 甲辰年 (龙年),二零二四年,五月十七
2024-06-23,2024,2,6,23,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,175,星期日,Sunday,25,W25,2024W25,20240623,是,周末,二零二四年五月十八 甲辰年 (龙年),二零二四年,五月十八
2024-06-24,2024,2,6,24,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,176,星期一,Monday,26,W26,2024W26,20240624,否,工作日,二零二四年五月十九 甲辰年 (龙年),二零二四年,五月十九
2024-06-25,2024,2,6,25,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,177,星期二,Tuesday,26,W26,2024W26,20240625,否,工作日,二零二四年五月二十 甲辰年 (龙年),二零二四年,五月二十
2024-06-26,2024,2,6,26,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,178,星期三,Wednesday,26,W26,2024W26,20240626,否,工作日,二零二四年五月二十一 甲辰年 (龙年),二零二四年,五月二十一
2024-06-27,2024,2,6,27,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,179,星期四,Thursday,26,W26,2024W26,20240627,否,工作日,二零二四年五月二十二 甲辰年 (龙年),二零二四年,五月二十二
2024-06-28,2024,2,6,28,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,180,星期五,Friday,26,W26,2024W26,20240628,否,工作日,二零二四年五月二十三 甲辰年 (龙年),二零二四年,五月二十三
2024-06-29,2024,2,6,29,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,181,星期六,Saturday,26,W26,2024W26,20240629,是,周末,二零二四年五月二十四 甲辰年 (龙年),二零二四年,五月二十四
2024-06-30,2024,2,6,30,Y2024,Q2,Y2024Q2,20242,六月,June,202406,30,182,星期日,Sunday,26,W26,2024W26,20240630,是,周末,二零二四年五月二十五 甲辰年 (龙年),二零二四年,五月二十五
2024-07-01,2024,3,7,1,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,183,星期一,Monday,27,W27,2024W27,20240701,否,工作日,二零二四年五月二十六 甲辰年 (龙年),二零二四年,五月二十六
2024-07-02,2024,3,7,2,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,184,星期二,Tuesday,27,W27,2024W27,20240702,否,工作日,二零二四年五月二十七 甲辰年 (龙年),二零二四年,五月二十七
2024-07-03,2024,3,7,3,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,185,星期三,Wednesday,27,W27,2024W27,20240703,否,工作日,二零二四年五月二十八 甲辰年 (龙年),二零二四年,五月二十八
2024-07-04,2024,3,7,4,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,186,星期四,Thursday,27,W27,2024W27,20240704,否,工作日,二零二四年五月二十九 甲辰年 (龙年),二零二四年,五月二十九
2024-07-05,2024,3,7,5,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,187,星期五,Friday,27,W27,2024W27,20240705,否,工作日,二零二四年五月三十 甲辰年 (龙年),二零二四年,五月三十
2024-07-06,2024,3,7,6,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,188,星期六,Saturday,27,W27,2024W27,20240706,是,周末,二零二四年六月初一 甲辰年 (龙年),二零二四年,六月初一
2024-07-07,2024,3,7,7,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,189,星期日,Sunday,27,W27,2024W27,20240707,是,周末,二零二四年六月初二 甲辰年 (龙年),二零二四年,六月初二
2024-07-08,2024,3,7,8,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,190,星期一,Monday,28,W28,2024W28,20240708,否,工作日,二零二四年六月初三 甲辰年 (龙年),二零二四年,六月初三
2024-07-09,2024,3,7,9,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,191,星期二,Tuesday,28,W28,2024W28,20240709,否,工作日,二零二四年六月初四 甲辰年 (龙年),二零二四年,六月初四
2024-07-10,2024,3,7,10,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,192,星期三,Wednesday,28,W28,2024W28,20240710,否,工作日,二零二四年六月初五 甲辰年 (龙年),二零二四年,六月初五
2024-07-11,2024,3,7,11,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,193,星期四,Thursday,28,W28,2024W28,20240711,否,工作日,二零二四年六月初六 甲辰年 (龙年),二零二四年,六月初六
2024-07-12,2024,3,7,12,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,194,星期五,Friday,28,W28,2024W28,20240712,否,工作日,二零二四年六月初七 甲辰年 (龙年),二零二四年,六月初七
2024-07-13,2024,3,7,13,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,195,星期六,Saturday,28,W28,2024W28,20240713,是,周末,二零二四年六月初八 甲辰年 (龙年),二零二四年,六月初八
2024-07-14,2024,3,7,14,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,196,星期日,Sunday,28,W28,2024W28,20240714,是,周末,二零二四年六月初九 甲辰年 (龙年),二零二四年,六月初九
2024-07-15,2024,3,7,15,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,197,星期一,Monday,29,W29,2024W29,20240715,否,工作日,二零二四年六月初十 甲辰年 (龙年),二零二四年,六月初十
2024-07-16,2024,3,7,16,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,198,星期二,Tuesday,29,W29,2024W29,20240716,否,工作日,二零二四年六月十一 甲辰年 (龙年),二零二四年,六月十一
2024-07-17,2024,3,7,17,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,199,星期三,Wednesday,29,W29,2024W29,20240717,否,工作日,二零二四年六月十二 甲辰年 (龙年),二零二四年,六月十二
2024-07-18,2024,3,7,18,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,200,星期四,Thursday,29,W29,2024W29,20240718,否,工作日,二零二四年六月十三 甲辰年 (龙年),二零二四年,六月十三
2024-07-19,2024,3,7,19,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,201,星期五,Friday,29,W29,2024W29,20240719,否,工作日,二零二四年六月十四 甲辰年 (龙年),二零二四年,六月十四
2024-07-20,2024,3,7,20,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,202,星期六,Saturday,29,W29,2024W29,20240720,是,周末,二零二四年六月十五 甲辰年 (龙年),二零二四年,六月十五
2024-07-21,2024,3,7,21,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,203,星期日,Sunday,29,W29,2024W29,20240721,是,周末,二零二四年六月十六 甲辰年 (龙年),二零二四年,六月十六
2024-07-22,2024,3,7,22,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,204,星期一,Monday,30,W30,2024W30,20240722,否,工作日,二零二四年六月十七 甲辰年 (龙年),二零二四年,六月十七
2024-07-23,2024,3,7,23,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,205,星期二,Tuesday,30,W30,2024W30,20240723,否,工作日,二零二四年六月十八 甲辰年 (龙年),二零二四年,六月十八
2024-07-24,2024,3,7,24,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,206,星期三,Wednesday,30,W30,2024W30,20240724,否,工作日,二零二四年六月十九 甲辰年 (龙年),二零二四年,六月十九
2024-07-25,2024,3,7,25,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,207,星期四,Thursday,30,W30,2024W30,20240725,否,工作日,二零二四年六月二十 甲辰年 (龙年),二零二四年,六月二十
2024-07-26,2024,3,7,26,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,208,星期五,Friday,30,W30,2024W30,20240726,否,工作日,二零二四年六月二十一 甲辰年 (龙年),二零二四年,六月二十一
2024-07-27,2024,3,7,27,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,209,星期六,Saturday,30,W30,2024W30,20240727,是,周末,二零二四年六月二十二 甲辰年 (龙年),二零二四年,六月二十二
2024-07-28,2024,3,7,28,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,210,星期日,Sunday,30,W30,2024W30,20240728,是,周末,二零二四年六月二十三 甲辰年 (龙年),二零二四年,六月二十三
2024-07-29,2024,3,7,29,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,211,星期一,Monday,31,W31,2024W31,20240729,否,工作日,二零二四年六月二十四 甲辰年 (龙年),二零二四年,六月二十四
2024-07-30,2024,3,7,30,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,212,星期二,Tuesday,31,W31,2024W31,20240730,否,工作日,二零二四年六月二十五 甲辰年 (龙年),二零二四年,六月二十五
2024-07-31,2024,3,7,31,Y2024,Q3,Y2024Q3,20243,七月,July,202407,31,213,星期三,Wednesday,31,W31,2024W31,20240731,否,工作日,二零二四年六月二十六 甲辰年 (龙年),二零二四年,六月二十六
2024-08-01,2024,3,8,1,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,214,星期四,Thursday,31,W31,2024W31,20240801,否,工作日,二零二四年六月二十七 甲辰年 (龙年),二零二四年,六月二十七
2024-08-02,2024,3,8,2,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,215,星期五,Friday,31,W31,2024W31,20240802,否,工作日,二零二四年六月二十八 甲辰年 (龙年),二零二四年,六月二十八
2024-08-03,2024,3,8,3,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,216,星期六,Saturday,31,W31,2024W31,20240803,是,周末,二零二四年六月二十九 甲辰年 (龙年),二零二四年,六月二十九
2024-08-04,2024,3,8,4,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,217,星期日,Sunday,31,W31,2024W31,20240804,是,周末,二零二四年七月初一 甲辰年 (龙年),二零二四年,七月初一
2024-08-05,2024,3,8,5,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,218,星期一,Monday,32,W32,2024W32,20240805,否,工作日,二零二四年七月初二 甲辰年 (龙年),二零二四年,七月初二
2024-08-06,2024,3,8,6,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,219,星期二,Tuesday,32,W32,2024W32,20240806,否,工作日,二零二四年七月初三 甲辰年 (龙年),二零二四年,七月初三
2024-08-07,2024,3,8,7,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,220,星期三,Wednesday,32,W32,2024W32,20240807,否,工作日,二零二四年七月初四 甲辰年 (龙年),二零二四年,七月初四
2024-08-08,2024,3,8,8,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,221,星期四,Thursday,32,W32,2024W32,20240808,否,工作日,二零二四年七月初五 甲辰年 (龙年),二零二四年,七月初五
2024-08-09,2024,3,8,9,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,222,星期五,Friday,32,W32,2024W32,20240809,否,工作日,二零二四年七月初六 甲辰年 (龙年),二零二四年,七月初六
2024-08-10,2024,3,8,10,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,223,星期六,Saturday,32,W32,2024W32,20240810,是,周末,二零二四年七月初七 甲辰年 (龙年),二零二四年,七月初七
2024-08-11,2024,3,8,11,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,224,星期日,Sunday,32,W32,2024W32,20240811,是,周末,二零二四年七月初八 甲辰年 (龙年),二零二四年,七月初八
2024-08-12,2024,3,8,12,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,225,星期一,Monday,33,W33,2024W33,20240812,否,工作日,二零二四年七月初九 甲辰年 (龙年),二零二四年,七月初九
2024-08-13,2024,3,8,13,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,226,星期二,Tuesday,33,W33,2024W33,20240813,否,工作日,二零二四年七月初十 甲辰年 (龙年),二零二四年,七月初十
2024-08-14,2024,3,8,14,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,227,星期三,Wednesday,33,W33,2024W33,20240814,否,工作日,二零二四年七月十一 甲辰年 (龙年),二零二四年,七月十一
2024-08-15,2024,3,8,15,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,228,星期四,Thursday,33,W33,2024W33,20240815,否,工作日,二零二四年七月十二 甲辰年 (龙年),二零二四年,七月十二
2024-08-16,2024,3,8,16,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,229,星期五,Friday,33,W33,2024W33,20240816,否,工作日,二零二四年七月十三 甲辰年 (龙年),二零二四年,七月十三
2024-08-17,2024,3,8,17,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,230,星期六,Saturday,33,W33,2024W33,20240817,是,周末,二零二四年七月十四 甲辰年 (龙年),二零二四年,七月十四
2024-08-18,2024,3,8,18,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,231,星期日,Sunday,33,W33,2024W33,20240818,是,周末,二零二四年七月十五 甲辰年 (龙年),二零二四年,七月十五
2024-08-19,2024,3,8,19,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,232,星期一,Monday,34,W34,2024W34,20240819,否,工作日,二零二四年七月十六 甲辰年 (龙年),二零二四年,七月十六
2024-08-20,2024,3,8,20,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,233,星期二,Tuesday,34,W34,2024W34,20240820,否,工作日,二零二四年七月十七 甲辰年 (龙年),二零二四年,七月十七
2024-08-21,2024,3,8,21,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,234,星期三,Wednesday,34,W34,2024W34,20240821,否,工作日,二零二四年七月十八 甲辰年 (龙年),二零二四年,七月十八
2024-08-22,2024,3,8,22,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,235,星期四,Thursday,34,W34,2024W34,20240822,否,工作日,二零二四年七月十九 甲辰年 (龙年),二零二四年,七月十九
2024-08-23,2024,3,8,23,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,236,星期五,Friday,34,W34,2024W34,20240823,否,工作日,二零二四年七月二十 甲辰年 (龙年),二零二四年,七月二十
2024-08-24,2024,3,8,24,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,237,星期六,Saturday,34,W34,2024W34,20240824,是,周末,二零二四年七月二十一 甲辰年 (龙年),二零二四年,七月二十一
2024-08-25,2024,3,8,25,Y2024,Q3,Y2024Q3,20243,八月,August,202408,32,238,星期日,Sunday,34,W34,2024W34,20240825,是,周末,二零二四年七月二十二 甲辰年 (龙年),二零二四年,七月二十二
